family,field,sibling_title,current_value,proposed_action
Heavyweight Pullover,collection:product-templates,Heather Grey Heavyweight Pullover,on some siblings only,UNION (Rule G2)
Heavyweight Pullover,collection:tiktok-shop-collection,"Pitch Black Heavyweight Pullover, Faded Black Heavyweight Pullover",on some siblings only,UNION (Rule G2)
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Heather Grey Heavyweight Pullover,shopify--color-pattern.grey,per Rule G8
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Forest Green Heavyweight Pullover,shopify--color-pattern.forest-green-new,per Rule G8
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Navy Heavyweight Pullover,shopify--color-pattern.navy,per Rule G8
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Washed Red Heavyweight Pullover,shopify--color-pattern.red,per Rule G8
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Pitch Black Heavyweight Pullover,shopify--color-pattern.black-7,per Rule G8
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Gunmetal Grey Heavyweight Pullover,shopify--color-pattern.gunmetal-gray,per Rule G8
Heavyweight Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Faded Black Heavyweight Pullover,shopify--color-pattern.black-7,per Rule G8
Heavyweight Zip Up,price,Faded Black Heavyweight Zip Up,$60.0,keep per-variant (Rule G3)
Heavyweight Zip Up,price,Forest Green Heavyweight Zip Up,$65.0,keep per-variant (Rule G3)
Heavyweight Zip Up,price,Gunmetal Grey Heavyweight Zip Up,$60.0,keep per-variant (Rule G3)
Heavyweight Zip Up,price,Navy Heavyweight Zip Up,$65.0,keep per-variant (Rule G3)
Heavyweight Zip Up,price,Washed Red Heavyweight Zip Up,$65.0,keep per-variant (Rule G3)
Heavyweight Zip Up,price,Pitch Black Heavyweight Zip Up,$65.0,keep per-variant (Rule G3)
Heavyweight Zip Up,price,Heather Grey Heavyweight Zip Up,$60.0,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Faded Black Heavyweight Zip Up,$75.0,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Forest Green Heavyweight Zip Up,$None,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Gunmetal Grey Heavyweight Zip Up,$75.0,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Navy Heavyweight Zip Up,$None,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Washed Red Heavyweight Zip Up,$None,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Pitch Black Heavyweight Zip Up,$None,keep per-variant (Rule G3)
Heavyweight Zip Up,compare_at_price,Heather Grey Heavyweight Zip Up,$75.0,keep per-variant (Rule G3)
Heavyweight Zip Up,body_html,Faded Black Heavyweight Zip Up,576 chars,longest wins (Rule G7a)
Heavyweight Zip Up,body_html,Forest Green Heavyweight Zip Up,577 chars,longest wins (Rule G7a)
Heavyweight Zip Up,body_html,Gunmetal Grey Heavyweight Zip Up,578 chars,longest wins (Rule G7a)
Heavyweight Zip Up,body_html,Navy Heavyweight Zip Up,574 chars,longest wins (Rule G7a)
Heavyweight Zip Up,body_html,Washed Red Heavyweight Zip Up,575 chars,longest wins (Rule G7a)
Heavyweight Zip Up,body_html,Pitch Black Heavyweight Zip Up,576 chars,longest wins (Rule G7a)
Heavyweight Zip Up,body_html,Heather Grey Heavyweight Zip Up,577 chars,longest wins (Rule G7a)
Heavyweight Zip Up,collection:for-sale,"Faded Black Heavyweight Zip Up, Gunmetal Grey Heavyweight Zip Up, Heather Grey Heavyweight Zip Up",on some siblings only,UNION (Rule G2)
Heavyweight Zip Up,collection:cropped-pumps,Pitch Black Heavyweight Zip Up,on some siblings only,UNION (Rule G2)
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Faded Black Heavyweight Zip Up,shopify--color-pattern.black-7,per Rule G8
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Forest Green Heavyweight Zip Up,shopify--color-pattern.forest-green-new,per Rule G8
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Gunmetal Grey Heavyweight Zip Up,shopify--color-pattern.gunmetal-gray,per Rule G8
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Navy Heavyweight Zip Up,shopify--color-pattern.navy,per Rule G8
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Washed Red Heavyweight Zip Up,shopify--color-pattern.red,per Rule G8
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Pitch Black Heavyweight Zip Up,shopify--color-pattern.black-7,per Rule G8
Heavyweight Zip Up,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Heather Grey Heavyweight Zip Up,shopify--color-pattern.grey,per Rule G8
Waffleknit Zip Up,body_html,Waffleknit Zip Up Black with Black Print,1665 chars,longest wins (Rule G7a)
Waffleknit Zip Up,body_html,Waffleknit Zip Up Navy with Navy Print,1742 chars,longest wins (Rule G7a)
Waffleknit Zip Up,body_html,Waffleknit Zip Up Grey with Grey Print,1647 chars,longest wins (Rule G7a)
Waffleknit Sweatpants,body_html,Waffleknit Sweatpants Black with Black,1649 chars,longest wins (Rule G7a)
Waffleknit Sweatpants,body_html,Waffleknit Sweatpants Navy with Navy Print,1683 chars,longest wins (Rule G7a)
Waffleknit Sweatpants,body_html,Waffleknit Sweatpants Grey with Grey Print,1683 chars,longest wins (Rule G7a)
Waffleknit Pullover,body_html,Waffleknit Pullover Black with Black Print,1543 chars,longest wins (Rule G7a)
Waffleknit Pullover,body_html,Waffleknit Pullover Navy with Navy Print,1683 chars,longest wins (Rule G7a)
Waffleknit Pullover,body_html,Waffleknit Pullover Grey with Grey Print,1677 chars,longest wins (Rule G7a)
Outlaw Waffleknit Zip Up,body_html,Outlaw Waffleknit Zip Up Black with Grey Print,1698 chars,longest wins (Rule G7a)
Outlaw Waffleknit Zip Up,body_html,Outlaw Waffleknit Zip Up Black with Beige Print,1776 chars,longest wins (Rule G7a)
Outlaw Waffleknit Zip Up,body_html,Outlaw Waffleknit Zip Up Black with Red Print,1776 chars,longest wins (Rule G7a)
Outlaw Waffleknit Zip Up,body_html,Outlaw Waffleknit Zip Up Grey with Beige Print,1741 chars,longest wins (Rule G7a)
Reaper Waffleknit Sweatpants,body_html,Reaper Waffleknit Sweatpants Black with Grey Print,1774 chars,longest wins (Rule G7a)
Reaper Waffleknit Sweatpants,body_html,Reaper Waffleknit Sweatpants Black with Beige Print,1838 chars,longest wins (Rule G7a)
Reaper Waffleknit Sweatpants,body_html,Reaper Waffleknit Sweatpants Black with Red Print,1804 chars,longest wins (Rule G7a)
Reaper Waffleknit Sweatpants,body_html,Reaper Waffleknit Sweatpants Grey with Beige Print,1830 chars,longest wins (Rule G7a)
Reaper Waffleknit Pullover,body_html,Reaper Waffleknit Pullover Black with Grey Print,1798 chars,longest wins (Rule G7a)
Reaper Waffleknit Pullover,body_html,Reaper Waffleknit Pullover Black with Beige Print,1785 chars,longest wins (Rule G7a)
Reaper Waffleknit Pullover,body_html,Reaper Waffleknit Pullover Black with Red Print,1785 chars,longest wins (Rule G7a)
Reaper Waffleknit Pullover,body_html,Reaper Waffleknit Pullover Black with Purple Print,1810 chars,longest wins (Rule G7a)
Reaper Waffleknit Pullover,body_html,Reaper Waffleknit Pullover Grey with Beige Print,1806 chars,longest wins (Rule G7a)
Reaper Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Reaper Waffleknit Pullover Black with Grey Print,shopify--color-pattern.black-7,per Rule G8
Reaper Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Reaper Waffleknit Pullover Black with Beige Print,shopify--color-pattern.black-7,per Rule G8
Reaper Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Reaper Waffleknit Pullover Black with Red Print,shopify--color-pattern.black-7,per Rule G8
Reaper Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Reaper Waffleknit Pullover Black with Purple Print,shopify--color-pattern.black-7,per Rule G8
Reaper Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Reaper Waffleknit Pullover Grey with Beige Print,shopify--color-pattern.grey,per Rule G8
Tombstone Waffleknit Pullover,body_html,Tombstone Waffleknit Pullover Black with Grey Print,1807 chars,longest wins (Rule G7a)
Tombstone Waffleknit Pullover,body_html,Tombstone Waffleknit Pullover Black with Beige Print,1836 chars,longest wins (Rule G7a)
Tombstone Waffleknit Pullover,body_html,Tombstone Waffleknit Pullover Black with Red Print,1811 chars,longest wins (Rule G7a)
Tombstone Waffleknit Pullover,body_html,Tombstone Waffleknit Pullover Grey with Beige Print,1834 chars,longest wins (Rule G7a)
Tombstone Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Tombstone Waffleknit Pullover Black with Grey Print,shopify--color-pattern.black-7,per Rule G8
Tombstone Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Tombstone Waffleknit Pullover Black with Beige Print,shopify--color-pattern.black-7,per Rule G8
Tombstone Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Tombstone Waffleknit Pullover Black with Red Print,shopify--color-pattern.black-7,per Rule G8
Tombstone Waffleknit Pullover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Tombstone Waffleknit Pullover Grey with Beige Print,shopify--color-pattern.grey,per Rule G8
Butterfly Wide Leg Sweats,body_html,Black with White Butterfly Wide Leg Sweats,674 chars,longest wins (Rule G7a)
Butterfly Wide Leg Sweats,body_html,Black with Blue Butterfly Wide Leg Sweats,695 chars,longest wins (Rule G7a)
Butterfly Wide Leg Sweats,body_html,Beige with Black Butterfly Wide Leg Sweats,714 chars,longest wins (Rule G7a)
Butterfly Wide Leg Sweats,collection:in-stock,Black with White Butterfly Wide Leg Sweats,on some siblings only,UNION (Rule G2)
Butterfly Wide Leg Sweats,collection:black-friday,Black with White Butterfly Wide Leg Sweats,on some siblings only,UNION (Rule G2)
Butterfly Zip Up,body_html,Butterfly Zip Up Black with White Print,1894 chars,longest wins (Rule G7a)
Butterfly Zip Up,body_html,Butterfly Zip Up Black with Blue Print,1928 chars,longest wins (Rule G7a)
Butterfly Zip Up,body_html,Butterfly Zip Up Beige with Black Print,1928 chars,longest wins (Rule G7a)
Butterfly Off The Shoulder Crewneck,body_html,Butterfly Off The Shoulder Crewneck Black,841 chars,longest wins (Rule G7a)
Butterfly Off The Shoulder Crewneck,body_html,Butterfly Off The Shoulder Crewneck Grey,900 chars,longest wins (Rule G7a)
Butterfly Off The Shoulder Crewneck,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Butterfly Off The Shoulder Crewneck Black,shopify--color-pattern.black-7,per Rule G8
Butterfly Off The Shoulder Crewneck,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Butterfly Off The Shoulder Crewneck Grey,shopify--color-pattern.grey,per Rule G8
Wide Leg Sweats,price,Butterfly Blue Wide Leg Sweats,$75.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Paranorman Black Wide Leg Sweats,$75.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Blood Red Wide Leg Sweats,$75.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Glossy Gray Wide Leg Sweats,$75.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Venom Green Wide Leg Sweats,$75.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Paranorman Purple Wide Leg Sweats,$75.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Wide Leg Sweats Dusk,$65.0,keep per-variant (Rule G3)
Wide Leg Sweats,price,Wide Leg Sweats Black,$65.0,keep per-variant (Rule G3)
Wide Leg Sweats,body_html,Butterfly Blue Wide Leg Sweats,1789 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Paranorman Black Wide Leg Sweats,1688 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Blood Red Wide Leg Sweats,1727 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Glossy Gray Wide Leg Sweats,1743 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Venom Green Wide Leg Sweats,1750 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Paranorman Purple Wide Leg Sweats,1918 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Wide Leg Sweats Dusk,663 chars,longest wins (Rule G7a)
Wide Leg Sweats,body_html,Wide Leg Sweats Black,663 chars,longest wins (Rule G7a)
Wide Leg Sweats,tag:size-2xl,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,DROP (Rule G1 exception)
Wide Leg Sweats,tag:evergreen sweats,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,UNION (Rule G1)
Wide Leg Sweats,tag:size-s,Wide Leg Sweats Dusk,on some siblings only,DROP (Rule G1 exception)
Wide Leg Sweats,tag:PNSweats,"Butterfly Blue Wide Leg Sweats, Paranorman Black Wide Leg Sweats, Blood Red Wide Leg Sweats, Glossy Gray Wide Leg Sweats, Venom Green Wide Leg Sweats, Paranorman Purple Wide Leg Sweats",on some siblings only,UNION (Rule G1)
Wide Leg Sweats,tag:size-m,Wide Leg Sweats Dusk,on some siblings only,DROP (Rule G1 exception)
Wide Leg Sweats,tag:size-l,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,DROP (Rule G1 exception)
Wide Leg Sweats,tag:size-xl,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,DROP (Rule G1 exception)
Wide Leg Sweats,collection:size-2xl,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:size-xl,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:black-friday,"Butterfly Blue Wide Leg Sweats, Paranorman Black Wide Leg Sweats, Blood Red Wide Leg Sweats, Glossy Gray Wide Leg Sweats, Venom Green Wide Leg Sweats, Paranorman Purple Wide Leg Sweats, Wide Leg Sweats Dusk",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:product-templates,Butterfly Blue Wide Leg Sweats,on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:smoke-drop,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:size-s,Wide Leg Sweats Dusk,on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:in-stock,"Butterfly Blue Wide Leg Sweats, Paranorman Black Wide Leg Sweats, Blood Red Wide Leg Sweats, Glossy Gray Wide Leg Sweats, Venom Green Wide Leg Sweats, Paranorman Purple Wide Leg Sweats, Wide Leg Sweats Dusk",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:size-m,Wide Leg Sweats Dusk,on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:paranorman-drop,"Butterfly Blue Wide Leg Sweats, Paranorman Black Wide Leg Sweats, Blood Red Wide Leg Sweats, Glossy Gray Wide Leg Sweats, Venom Green Wide Leg Sweats, Paranorman Purple Wide Leg Sweats",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:size-l,"Wide Leg Sweats Dusk, Wide Leg Sweats Black",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:75-100,"Butterfly Blue Wide Leg Sweats, Paranorman Black Wide Leg Sweats, Blood Red Wide Leg Sweats, Glossy Gray Wide Leg Sweats, Venom Green Wide Leg Sweats, Paranorman Purple Wide Leg Sweats",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,collection:pnsweats,"Butterfly Blue Wide Leg Sweats, Paranorman Black Wide Leg Sweats, Blood Red Wide Leg Sweats, Glossy Gray Wide Leg Sweats, Venom Green Wide Leg Sweats, Paranorman Purple Wide Leg Sweats",on some siblings only,UNION (Rule G2)
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Wide Leg Sweats Dusk,shopify--fabric.cotton,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.fabric [list.metaobject_reference],Wide Leg Sweats Black,shopify--fabric.cotton,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Wide Leg Sweats Dusk,"shopify--color-pattern.gray-2, shopify--color-pattern.black-7",per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Wide Leg Sweats Black,"shopify--color-pattern.black-3, shopify--color-pattern.beige-new",per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Butterfly Blue Wide Leg Sweats,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Paranorman Black Wide Leg Sweats,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Blood Red Wide Leg Sweats,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Glossy Gray Wide Leg Sweats,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Venom Green Wide Leg Sweats,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Paranorman Purple Wide Leg Sweats,SWEATPANTS_768b4145-9631-4a90-9512-9527620a1ce2.jpg,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Wide Leg Sweats Dusk,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart_image [file_reference],Wide Leg Sweats Black,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Wide Leg Sweats Dusk,shopify--pants-length-type.long,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.pants-length-type [list.metaobject_reference],Wide Leg Sweats Black,shopify--pants-length-type.long,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Wide Leg Sweats Dusk,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Wide Leg Sweats Black,"shopify--activewear-clothing-features.adjustable-waistband, shopify--activewear-clothing-features.breathable-design",per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Butterfly Blue Wide Leg Sweats,1604,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Paranorman Black Wide Leg Sweats,5322,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Blood Red Wide Leg Sweats,1604,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Glossy Gray Wide Leg Sweats,166,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Venom Green Wide Leg Sweats,166,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Paranorman Purple Wide Leg Sweats,166,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Wide Leg Sweats Dusk,5322,per Rule G8
Wide Leg Sweats,metafield:Metafield: mm-google-shopping.google_product_category [string],Wide Leg Sweats Black,5322,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Butterfly Blue Wide Leg Sweats,1604,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Paranorman Black Wide Leg Sweats,5322,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Blood Red Wide Leg Sweats,1604,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Glossy Gray Wide Leg Sweats,166,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Venom Green Wide Leg Sweats,166,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Paranorman Purple Wide Leg Sweats,166,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Wide Leg Sweats Dusk,5322,per Rule G8
Wide Leg Sweats,metafield:Metafield: mc-facebook.google_product_category [string],Wide Leg Sweats Black,5322,per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Wide Leg Sweats Dusk,"Size,Waist,Front Rise
S,114.3,34.9
M,119.4,36.2
L,124.5,37.5
XL,129.5,38.7
2XL,134.6,40",per Rule G8
Wide Leg Sweats,metafield:Metafield: custom.size_chart [multi_line_text_field],Wide Leg Sweats Black,"Size,Waist,Front Rise
S,114.3,34.9
M,119.4,36.2
L,124.5,37.5
XL,129.5,38.7
2XL,134.6,40",per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Wide Leg Sweats Dusk,shopify--activity.universal,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.activity [list.metaobject_reference],Wide Leg Sweats Black,shopify--activity.universal,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Butterfly Blue Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Paranorman Black Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Blood Red Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Glossy Gray Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Venom Green Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Paranorman Purple Wide Leg Sweats,(null),per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Wide Leg Sweats Dusk,shopify--target-gender.unisex,per Rule G8
Wide Leg Sweats,metafield:Metafield: shopify.target-gender [list.metaobject_reference],Wide Leg Sweats Black,shopify--target-gender.unisex,per Rule G8
Morph Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Morph Wide Leg Sweats Black,shopify--color-pattern.black-7,per Rule G8
